fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality_label
9.184282626239545,0.39768747351998496,0.19839778467710506,1.6848724742577066,0.012,16.00786552887477,13.31389745390819,1.0008216143967388,3.41446895273986,0.6664394398064782,8.894137917630747,high
8.079420115962138,0.49526153704223363,0.3562760714725974,1.2,0.1960871878149048,7.829206994977897,60.65279762266064,0.9963852054750685,3.0748409059349555,0.6209991785665386,9.271343179820612,medium
9.446978056295205,0.7741028790275251,0.30710922968183324,1.245184304789536,0.11536346795839522,16.92073786172912,67.91612061706327,0.996573903988635,3.219587084653853,0.563942642612428,11.68262066458469,high
10.970071950149965,0.4123724119367082,0.3539617485159136,7.07136246387343,0.04432655146443703,1.0,30.85926436777855,0.9965528392861941,3.5035858159626017,0.44849922426537164,10.644687367666132,medium
7.912573127981395,0.3849446308096046,0.3143465218811666,1.2,0.08515415457327595,18.158279146768702,6.0,0.9996503757083778,3.3562798437800807,0.5541699657875103,11.836492335611371,high
7.912601694908426,0.4415889095294162,0.5203788335961117,1.2,0.12279859275586508,29.43922663394612,91.90248394906268,0.993634655136676,3.3625084885790066,0.7969302252296411,10.809206769251487,high
11.067830298982862,0.35735417912169054,0.08529830575593461,1.2,0.125819845314143,1.0,47.62617919002669,0.996586190903803,3.347802676381819,0.6738213519678651,10.965463669842348,high
9.655336428726061,0.5499579865630684,0.13898594800058642,1.285315663625661,0.03411255017903999,11.615131237565917,110.33567767194883,0.993616843304343,3.2707041927494616,0.7728455226438334,10.088831380447019,low
7.503114568473183,0.8188174440660514,0.12033140817218935,2.992749839929003,0.03560398253639538,6.721267544011351,49.50927401499905,0.9921783528633823,3.304678640241476,0.453419608104908,10.212818725202698,medium
9.264054475839579,0.5858311898877693,0.43288740331320896,1.2,0.07095843722813713,1.0,51.806804977400766,0.9953049440993859,3.24879956772688,0.9035043645211874,11.451926680188773,high
7.513653214506316,0.48282872311939456,0.4465777247370374,2.594445312851434,0.11212354983244094,1.0,14.738054622342087,0.9974831113083567,3.442783228804333,0.5624796092853775,10.26673797015249,medium
7.509630228787754,0.47576578286411764,0.3589889372671091,1.2,0.11814043984435621,3.5184563082622624,32.53542433144334,0.9951842166204591,3.250204148459933,0.7387842767510067,11.686382925902405,medium
8.7410143525249,0.24818884524329843,0.5017812650435359,1.2,0.09364134083292609,13.334740603058178,6.0,0.9974519537878977,3.293604704354717,0.6367363095650972,10.302456607548544,high
4.9908923742954325,0.6860766501093415,0.041282030861605784,3.1405647441043074,0.04778184952467056,27.889973526980867,6.0,0.9969023049785593,3.424241967800886,0.5661975624430895,9.157785805251187,medium
5.318642971427323,0.5140671417347085,0.5961087017524718,1.2,0.16863631832190723,1.0,70.85433005704311,0.9964357753629085,3.260520031395216,0.7315791520151049,9.060290593233784,low
7.341619699120708,0.49569409546727805,0.5680315312338904,1.7419715019320365,0.03661327109337713,18.949348260564722,37.17300669545125,0.9991034307635662,3.300109112469367,0.7600866655286218,10.236242470482278,high
6.557673850618103,1.09956625464423,0.4144462894629206,1.2,0.14821001500812678,18.167450996013972,32.564550858496695,0.9955675305552897,3.2558375093416823,1.1149624293834801,11.399841606498573,medium
8.866790358715777,0.5814767705974578,0.6184507872103567,2.845033443772865,0.12172469432216718,33.358732562366455,22.109985235393538,0.9974232453005846,3.297242421787712,0.7666758910712252,9.708351615552488,medium
6.740038108593094,0.39342940203296206,0.0,1.2,0.14717561828197123,21.84298911759416,33.78627012380517,0.9932741351526843,3.26105440569983,0.7641257562379403,11.203011540439674,high
5.862591559676593,0.45168199027920775,0.1687326134287829,4.019854151890234,0.0661116352326229,22.445150697097766,83.74778722887598,0.996887680931347,3.228478064108313,0.8526298760286839,10.527786713559744,high
10.870228857923504,0.7335717819462191,0.1276158251670193,1.2,0.0802952526898074,23.184682181049237,51.2148958011108,0.9962112895299952,3.201975248682071,0.7484151834805461,11.068644460338835,high
7.9271492371534285,0.5482754034862599,0.41168846813268195,4.356738443313508,0.08958700019220904,6.202533119761231,7.647510444897968,0.9944537318362221,3.2844425826476433,0.6514184892790932,10.1100347251537,medium
8.437499076156987,0.2705482418811914,0.06622255577758163,1.2,0.06460930525172878,9.87827640334859,80.36965642894788,0.997457147679584,3.46780868450919,0.7133732558214171,10.615820646900167,high
5.840938155988585,0.6925419792889614,0.41871155412080974,2.6934517981155035,0.09758714731426962,27.55244097735192,103.22376960435471,0.9952959930545865,3.407049348403928,0.8033171960607313,11.424455197310532,medium
7.372774059326183,0.4084022086885201,0.5382545480793591,1.2,0.16121720443534676,1.0,62.74578357885234,0.9999911506966374,3.067806021869654,0.8944297392456917,10.401626560710616,high
8.513005306095167,0.8633203019429407,0.40656456551637987,4.963394667434602,0.02604880918310526,8.733026184713413,75.79344796785242,0.9920757486398447,3.244910977975343,0.4011836004196099,9.85840538547027,low
6.317271175285193,0.7213286037629221,0.32633144961399274,1.2,0.056111049714078765,1.9497351209234832,86.63375798143787,0.9971716912293472,3.212695860395577,0.33665908709671066,8.47501243537658,low
8.97371455192147,0.44792938067708354,0.07836469852435393,1.2,0.05100997002080595,18.320192679730773,6.0,0.9967811248214711,3.0704022331135956,0.887223826217468,10.999439771207326,medium
7.27488867954128,0.7573019287505852,0.10586406160555392,1.4265377607925007,0.08256234167960576,11.459974197645689,107.8044951034386,0.9961663588644076,3.353392893481526,0.522431711122908,9.594329584557018,medium
7.812452875359699,0.5401461363844052,0.51467568653285,1.2,0.08063026535799306,22.417651168381987,82.62098292527995,0.9956944521690063,3.296201952248015,0.37615139106743695,9.863012444752844,medium
7.2730304947208495,0.6806464878468773,0.4229730557615399,1.2,0.12329878546871317,14.729910618958948,62.55331966003533,0.9968303935798722,3.6225330797512143,0.3601661991000511,9.274182693759755,medium
11.542964041045552,0.614767174295711,0.2633911937213789,6.044305091245503,0.08858498583730462,1.0,42.342348261893584,0.9987181634844917,3.2595608685274087,0.9643141643581015,10.17380930507585,medium
